Fecha,Título,Enlace,Fuente,Término,Adjetivos,Sentimiento,Palabras Clave,Dominio Limpio,Departamento,Autor
16/01/26,“Me preocupa la polarización”: María Ángela Holguín se suma abiertamente a la campaña de Fajardo,https://news.google.com/rss/articles/CBMizAFBVV95cUxPMk02T0tKTFdQT1VKdEFIT2lqTjhpNlJYNTVRc3A2el9uRmlkRXgtMU1SYkxJYzZKTFd3M2NUZ3FSYzQ5U3dlRTBzMXJqeHlPcTBfZnFPVEJFWER0NWhUU25rV3l4T0xNZ0oyU2xFenVqMHYtbFRHeDIwYndWZFRLUk1pWUpidW92TGdqT3c2M3JBXzRvbGdvX2xYREtZd190WFJSSEJ6aG9GdWQwOUN2U0tIWERjMS1yNkFfc09ZUjBqb2xzaF90VnNpM0vSAdoBQVVfeXFMUGE2MzVMdVdWejlWcEhNZVJVbG9OczR6dm12dG1zdnljbXZsVFVfQ0szME5BdTJWbk52S2g4alJFNnVCaW5ndEFmTndHZkEtVElpNVhtZnVNYXB2VGs5SDJjbXVXUUJPRGZVQmw5amxJSUlhaXBic2VITFJ0ZldjXzhmdEFwZUJTSHVNc2dDVV9BUllWQlpHeFlnWWk5WFhXVGY2TEVCQ3BqTGk4YWxFdW90SjRhVllJRTFqc0FoQWdHOGdoT1ZXaldxenhLOHRMaDl1MEJwWlpWN1E?oc=5,bluradio.com,Fajardo,[],Neutral,,bluradio.com,Bogotá,
16/01/26,Fajardo cuestiona al Gobierno por recorte de recursos a proyectos viales en el Valle,https://news.google.com/rss/articles/CBMiywFBVV95cUxQUkcxWW5fcmtZTVEwMUZQY25wRS1HMkVFeEJZV2VreW10bWQzN2tQNHJTckVTVGg0TEFfZ1FLLTB0NG9CZEZybkFRMzl5M3NBRXByWVdmZ1YxRkhUZ213SlRtVTBZMDRBSnRVMzdQYktJSHMzR3V5Nkc4dWFmS3NEbTV2QUhYQUk2M1BaTzhXQVZMRlN2bUdIYU1TTkcyczRabE1jUEoybmRubzl4d3JqU2lhSHNwSWd1M1kwU0dJQzVsazgxZU1qTG05OA?oc=5,diariolalibertad.com,Fajardo,['viales'],Neutral,,diariolalibertad.com,Atlántico,
16/01/26,Cuerpo de Bomberos atendió incendio en establecimiento de preparación de alimentos en el Centro,https://news.google.com/rss/articles/CBMiygFBVV95cUxPb1pHNzc0WWRuQ3dGSEtDOXdzakh1VzFRclR5T1lHekVTRDJ1MEIwc1VkS3Y4aktpU0F4WEFZbVVHSmg4Sl9EY1BaU1V6X2N3R0g3emZVX2ctS0FIRV9sLXY0YW9WenJBV3B6b3Q4THc5bHRERWo5cUd2X2pPdFpDYUhjdEl4MF9QMndJZnhwVVp5U0h3QmpRTXcxVVJxX1FFYkdBeFVKbjJvNVg4TWk4N3RMZnBBQlppTUVqSE1teFRhLWNCcEcxVC1B0gHeAUFVX3lxTE1objJRWTF2N0FENndDeGQwLVB4QmZURnZKZ19panp3a2V2TDMtMEJDLW1ZZmdrQjdyLV9qdEZHTTlLc1pWdFB6Q0g0Sm5xdUNjZllwekJleWJwczhXajJNVlkzdUlmWHUxNGlxYzBiQ2RLa1o4OHVoVnEza0hRa0V4Ul9YSzg4YkQ4VzhvVk1UOHRwWlpCQjlYaWdFVmZxV2JQam9WUmtJZVdVRlVDMzAxajZTbGJTT1RHdFY2VkdIVllRY3NFYTUwVXRxN092eDZZLWpjVFgzd1czNE1fZw?oc=5,caracol.com.co,Centro,[],Negativa,incendio,caracol.com.co,Bogotá,
16/01/26,Sin consenso: Daniel Palacios no entró a la consulta de centroderecha,https://news.google.com/rss/articles/CBMiqwFBVV95cUxPb29aSGVDMG9ZeU9RLWtzXzJGYTJwWk5vU01ibVpZNVlaNWxuUjluQndWaUJmU3Rwbl90TlpwX0FYTUdKS29KeUd6M1VsTTluODBDWkhDTUhBU3hsdVRjNjVaMm91ODVkOHFmX3Q0cmJSblN3eFNBRm5Ta0ZOc1VqdnBSM01xNWJmOVZLa2hxb2hFS2pXVEk1RGJJZlltU1ZENXRtaF9yNHdFeU0?oc=5,lasillavacia.com,Centro,[],Neutral,,lasillavacia.com,Bogotá,
16/01/26,Denuncian la muerte de un hombre cubano en un centro de detención de Texas como homicidio a manos de los guardias,https://news.google.com/rss/articles/CBMi8wFBVV95cUxNVFcwNnhJY250a2FWX2VvY0l3cHhhVkNlcFVycjhsZ0NCc0FhcU1LT29jcDBJdkZiZVRmWnFhblpCUGRkeXdLU09wMHF3SllkcU05a2J5MklxVEF1Y3M4cFlMZFU5WkMwSTBSN0dBdkNsSjZpT2lUT3lQMUVPNFFEX2RPZlBHM2VsdzJsb2dIRmptbl94TjJRTVJsTGpyVkVlRXZXRWVteHliQ1QxbmVmOVdQTmNyVHZ4cF9FUklCODlleEU5VHVkazJZQllZbWVuLTdDV3BrbHVoS3JQMk1xNHp5Rmk1LVRGNldqRjR4M2w1TmvSAYcCQVVfeXFMUDAxN2llY192MndMZHV5ZVU5MmpQNHFwWG1ZQ2ZoUGxwZ3pLcU44ODJQOGlMOUttMUlnczQ1QlJqbldHakJpZDlwbC13ZTZmVHAxLVBDb1NLWnQzQ2hUV01XVXAxNUtjanUtRk03eFRob0xQU0tNd19UTEIyNkVrWXNjTy1nQlRjTG5ySjVKUDktbjhiZWpvWmNuT192eTJVeTlQclFpZURGV0pWV2dlTzZRdUtpUVpvV3JjejJoRFptd19uOXN4aENLc2xVWWd4Nk9GeDBnVUZkaXFVbU92M3J6SVpRTHF5WWpRNXF1WWJiaFM0Z2dBLTFTMjlVNThJUk84U2syTUU?oc=5,elpais.com,Centro,['cubano'],Neutral,"detención, homicidio, muerte, denuncian, homicidio",elpais.com,Bogotá,
16/01/26,Pere Navarro no quiere que vayas al centro en coche: ¿y si te pagaran por ir en bici? La idea no es tan loca,https://news.google.com/rss/articles/CBMi2gFBVV95cUxOcUJhZHFnc2c3TVR2MXZmM0xITFJFOVR3Ny1BdHRQdHFzVmxRdmVVVWF3RDVNcjJfNm1EVkNfd1JiMzhHSmc1WmhZcjRBUmQwbk9UdHBhU1ZnUndINXhQMnJVTTNjWUNIclM2NUtLdGN4OW5MMWhTc0FRR3RIQlp3M2tub21ObFpTOUlyYWFmTjljQUhZanQ0WTdScWpaSkZNQmdrdEFXb0xHTktKN1dPWWFKM2RCV1MySDFNRHFISDM0amk1NW5WSlUyUmtFMWdfUERVNnhOcUVWUdIB3wFBVV95cUxPTFNNUUYyc014dXFlTWFhclI3WGo5bUQtZ1BqS0VhOVN1V0NEdEhUdExmbVFuZnhRWEFwT2tONjYxRDlfTzRWNlVWZWFCRi1SckVLdjZJd2w2R2RzalM3ZGxla1lhX1hVX0lud0ZrNEdCUlVlMWJfaklSVnZNV1FwbkRWbVQ0RFBIbmQtbHBobGtzakxOUHNoX2piLWlLUUpLTkpEdjhoZFBpQXFQVndYaHlNWElfR3NpLVpPQnpjYVotNVpaUFVrNW1WUDFRQWFTOHFMUjFybUtlSG1BbE5z?oc=5,elpais.com,Centro,[],Neutral,,elpais.com,Bogotá,
16/01/26,Reactivan relevante proyecto en Bogotá: tendrá oficinas y un enorme centro comercial,https://news.google.com/rss/articles/CBMirwFBVV95cUxOd05MbEpyT1J0bUJ5R2EwQmNMa2ZSd1BHOXZ3Zk1DUHdUaXlwT3Rjd2dsZ2l6UlVDVDNoSEhueW1JOTVkUDVZSG9zUDRLVkJ6ZGRRWDFzRXFaMjExVlVqWElYeGhCWjlicEFNSjI0VXp3YTJuNktyMHZSRVFsYjQ3S0ZFaUJ5Z1Rlbi01YndLeFpoZ2RKdXBHTDFSanRNVEhROXlwVHlsamR4ZVl1YjJn0gG0AUFVX3lxTE1Ic3prbGpRWV96YV9XWGhRT2ZXQzh3cjVBeF9ScU9XMmhBTy1CSXA3eU9JQUlITlVjeXRYa1Y5VG1oN3lPWVVLVnpaTWs4bDZXRF9RSC1PVWtxeGJZSjZvOUtpOUQ3V3JWY0dNZF9tWmhEaldOVFpwalJFTUR0M1hVeVBMSlhTMDRieG9SUjVINXFXaE55Qk5GdXE0NmVqMERTb185V2tRUTBwTkZUelpBZmlZVw?oc=5,pulzo.com,Centro,"['enorme', 'comercial']",Neutral,,pulzo.com,Bogotá,
16/01/26,Emergencia en el Centro Histórico: bomberos controlan incendio en un edificio,https://news.google.com/rss/articles/CBMixgFBVV95cUxOeEMwdEZpd01hUEZFQkZBanJKRzVnZWZ1SjVyV1MzS0dmalJsY0F6YjZuempwc2dFOVhtbmRfYzRnYW9DQ20tOTdnOU1PUzNud1RyM1ByTzNlQkNzd0tZTlprTFNUWWE2Q0NtNnpUWnBoY2YweEFzWlRyYnNaSW5USV92OFlybzczcEZ5eEI3M08wNWV6M3pDbC1qd1lLd3kxZFZYZXBrWG01SHZIajllcWFhVUtTY0FvWU05SjRLa0F6c0dTZVE?oc=5,eluniversal.com.co,Centro,[],Negativa,incendio,eluniversal.com.co,Bolívar,
16/01/26,¿Puede el Centro Democrático retornar a la Casa de Nariño? La visión de Alejandra Cifuentes desde el Valle del Cauca,https://news.google.com/rss/articles/CBMi-gFBVV95cUxQUk5UdElVbmYwRm5MUVU5eTRkY0czc2ZMalFGTXlBbllPWF95d211S2RTb3ZNZlFkY0JrcnRfdlhzQzFMMUdGcW1BcEZQbHFfd1pTZkM4SUZBV21RXzJSeFdUMHJiQ0ljd2VIOHBkZGc1R1kyTEN5VndfTmtKanhUUF9pb0dveURFcThJQTdRUTdoYjF4UGx6UUd6VzdJUldYVmNfcUVSZDUtWFdHZW9qd1RiSFY2VmV5LUxNX2NST0JXTGRUSENwOHk1bzFUcWgtbE1mQmhJbHFYS1hMYkw4clZpYV95YXZ0OVFDZlVFd1NmN1NkTDdtd1ln0gH_AUFVX3lxTE5rZk9hSDJZQTkxWjhrS0h4c0pZSTFpMFVTQnFJTlh3eXhFWG01dTNmWVFVVXdHei1vbG4xa3JhMFpjSV9nOWJ3T25wYjZ3ZDA0ZlQ1b0o4VDNibHhGN21iM2FVUEF1MHZlRnZyTjNEUm4yTXVmb1VFcUpkcldvLUx5Z0t4R1QtalVyTFk4MDhKbzBVQ194OVNVMTA1SUI2UE43X2xvYVVBa0FCdk5TVVIzSlczaDBWQ0JtT2dQY283YVdxYTROektLMEpkVXlzRGVPTENPbF9qLWFnMjZUTUVvdTJIUXJsLVBUdnNMVV9XVjFMMUxjaDBmaENOdURyVQ?oc=5,elpais.com.co,Centro,[],Neutral,,elpais.com.co,Valle del Cauca,
16/01/26,"Venta de Apartamentos en Cali, Centro, Simón Bolívar",https://news.google.com/rss/articles/CBMilwFBVV95cUxQMVJ5NmJkenBsc2pOTzdwMTQ4SW4waUlpOThXV21OMlFlSEFJdjNsWVlrOG9wa2J3dDlvRmQ3ckJ0b3FwazItalhwdjJNbTVJWURoQ0dLWThWSU5sR2dUX1hYcmFjTjdHcTh0NnFqXzVTSzhLTVFYZEZOdFM2YXBsXy1tTGQwQVR3eUt4c1I1eURfV2l5eWZJ?oc=5,elpais.com.co,Centro,[],Neutral,,elpais.com.co,Valle del Cauca,
17/01/26,"Alquiler de Apartamentos en Cali, Centro, Atanasio Girardot",https://news.google.com/rss/articles/CBMiqgFBVV95cUxOSmpZNmdYWUNYSVozS241SS1OMEtiMWZXMWNpMUl0OWROc05uc2hzTnVkalExQi1yc3VnNVluZ3BvMTRTYmRWeFVuM0cwbEpPeG9reEZWdWg4VnVlYXdNYTVFa0FJQ0xVVmpZcGUyMmU4aGFPUXFuS0I0eWo4T0ZSdlNKMmdPdkZKU2VBVlBDX1hfZl95VHhMV215ZnQ2dlE0U0RWejgwdDh6dw?oc=5,elpais.com.co,Centro,[],Neutral,,elpais.com.co,Valle del Cauca,
16/01/26,"Temblor en Colombia este viernes, 16 de enero del 2026: SGC reporta que el centro del país fue el más afectado",https://news.google.com/rss/articles/CBMi7gFBVV95cUxOVHN5LV8yb1FHdm9qUlZ1MlNJUmJKUHpHdWQ0TkJ4a1l6UWVScGdWZTZDQnZuTURsVVc0VVE5dnVlSVBWY2xuTXpXRU9JMUFna1REcWVjdjdDa3ZCSjM1TVo4bk1Nbm5iNkw5ZmtJSE5WY2ZFdzdtbk94ejg5RFh1QUpNa3A5cXBHaXNpRFdwLW1mbGhkX1lTSm96a3NjOEdlSHEtUXV2b0VCaXh4ODdRUzhzeWE2N3piNDZxSUlpVjZQbTVPMk5WRW81TnhhSURUNXVBX1NFYXY3LWVsTWR2ZUNTdEVEeE5vMlBRajRR0gHuAUFVX3lxTE5Uc3ktXzJvUUd2b2pSVnUyU0lSYkpQekd1ZDROQnhrWXpRZVJwZ1ZlNkNCdm5NRGxVVzRVUTl2dWVJUFZjbG5NeldFT0kxQWdrVERxZWN2N0NrdkJKMzVNWjhuTU1ubmI2TDlma0lITlZjZkV3N21uT3h6ODlEWHVBSk1rcDlxcEdpc2lEV3AtbWZsaGRfWVNKb3prc2M4R2VIcS1RdXZvRUJpeHg4N1FTOHN5YTY3emI0NnFJSWlWNlBtNU8yTlZFbzVOeGFJRFQ1dUFfU0VhdjctZWxNZHZlQ1N0RUR4Tm8yUFFqNFE?oc=5,elpais.com.co,Centro,['afectado'],Negativa,afecta,elpais.com.co,Valle del Cauca,
16/01/26,Nuevo Centro de Salud de La Cumbre: “de importancia estratégica” para Floridablanca,https://news.google.com/rss/articles/CBMi5AFBVV95cUxNVGtkdkdXVXdURm1IcHBmM1lDNl9UZzVoTVhRSWU0d2ZNaWRxYm9TeWpJS3Utek1NM2E0NHEzNk9oQmpDcWR2YTBsTWdYSE5PMHVlWkpuczJ1MThSUk5tUVYwWHZmajZTUmxVV29XTWxVdTdCR1VydF9KNmNpRFpfcjRPN2xtbTJ2VzBpX0xDWGZWUFNWdjN2N0Vwa3J2WkFiRkN1Z1dXTzhYR09HZG0zUjBqMnJYX3J3Rlo0b3NUMWhid0FCQktJcW51S3dxQ1NTNG15YVNfMF91bzk0UHEyeWJXREo?oc=5,vanguardia.com,Centro,"['Nuevo', 'estratégica', '”']",Neutral,,vanguardia.com,Santander,
17/01/26,Orden judicial obliga a la recuperación del espacio público en el centro de Pasto,https://news.google.com/rss/articles/CBMitAFBVV95cUxQTWRCQUFRQnl6QlY2aVdTcERScEZZeFVvbE9xbjl1T1p4WFRITi1FOGF0RUYyZlU0T0lOS0o1R0lHR2I3ejFHTnFlRjd6OHFoUFZDRFdSdEtLME5PYzFwZHBscXlOQTVoV2F1bGlwXzVsSWJJOTRzd3daUWVMcHdDQVVJSDN1bldrMnZhaU1ReEhFRjR0amd0a1d3M3lFdGJNVW9XcVhCeUllR0tFWHFvQUpRVzk?oc=5,diariodelsur.com.co,Centro,"['judicial', 'público']",Neutral,,diariodelsur.com.co,Nariño,
17/01/26,Estudiantes de centro educativo piden ayuda para un docente,https://news.google.com/rss/articles/CBMilwFBVV95cUxONUowQlFKZGRCVkt2N0JGLUhqd3JGQ244TGthX09ydWJyZlc2cU1Id2pvWHRWUFJzNmtOdk9TYkpHa3pNcEFVUWFvOF9GdmRZYXQwdWtQYXVsck1EUGo0N0dDdW50OFJUT0ttOUlSUGtkaEREOWNzckNVNTJETHVVcnl1Wko1NWdLUXUxMzhzb01nUGR4RkxJ?oc=5,diariodelsur.com.co,Centro,['educativo'],Neutral,,diariodelsur.com.co,Nariño,
