Fecha,Título,Enlace,Fuente,Término,Adjetivos,Sentimiento,Palabras Clave,Dominio Limpio,Departamento,Autor
12/01/26,Sergio Fajardo rechaza comunicado del ELN en apoyo a Acuerdo Nacional y constituyente: 'Manipular elecciones',https://news.google.com/rss/articles/CBMi-wFBVV95cUxQT2lkRVhNbV8wQzQ1eVk2NWRjc3haU0ZZbzIxYnZhd3g1WExyaDFnZkVnWmxaaWdIOEJ2LTFBQUxyLVEySW4wNWREcmxkQWlNdWxJWU9QZDZXdHZiYXNMWWI1aWRrNWhBdjJlemJmdGROYzljS0pGYm40WHZGQzFTVXlJOGJFdDRFTjZVQVBRYVd4c2ZSZXRwVE5MTDk4a0ZpcDhfOG5vRUQzUWsxUlY4OTBxU1R0dmVwb29sdkRoNHhpdjhlV09QTGhVSkxuSVVkZldnYkpVejl2Y2xHYXp6cUhwLURlZnRhVER2dnRGU21tZ1p3dzctUDl2WQ?oc=5,eltiempo.com,Sergio Fajardo,['constituyente'],Neutral,,eltiempo.com,Bogotá,
12/01/26,Sergio Fajardo rechaza propuesta del ELN para un acuerdo nacional y asegura que intentan “manipular las elecciones”,https://news.google.com/rss/articles/CBMi-gFBVV95cUxNTmoxaGw1amJlUHcwU1Z4Y2NoTWtNQ2gwaG12N3ZQbmhZdEJGTEtSOWV1cDRvRU11NUdtbUFRdHhLSUh3Q2dBdFIzNm5relIzOTlmUHpQMUxsOGd6VXhzcXMyanh3bndaZFVQQVN0ZlZ2eXRQdjcwcG90emp0ZE94bXpOSHJnUmRQVVZlLTRWUHFzSlRVNHBqcThBZ09ORFBCc3FiT2dtbnpEMmpTczJWTU1ldEJSWGtZY1VSQXFTZkRMOVl6NnRRQWxWcDZwTXMxOEVfWHdNTE90VDI1YzM0VC1SVHRFM1lydU9yeEdZaVFaVG9xblRBT2dB0gH6AUFVX3lxTE1OajFobDVqYmVQdzBTVnhjY2hNa01DaDBobXY3dlBuaFl0QkZMS1I5ZXVwNG9FTXU1R21tQVF0eEtJSHdDZ0F0UjM2bmt6UjM5OWZQelAxTGw4Z3pVeHNxczJqeHdud1pkVVBBU3RmVnZ5dFB2NzBwb3R6anRkT3htek5IcmdSZFBVVmUtNFZQcXNKVFU0cGpxOEFnT05EUEJzcWJPZ21uekQyalNzMlZNTWV0QlJYa1ljVVJBcVNmREw5WXo2dFFBbFZwNnBNczE4RV9Yd01MT3RUMjVjMzRULVJUdEUzWXJ1T3J4R1lpUVpUb3FuVEFPZ0E?oc=5,semana.com,Sergio Fajardo,['nacional'],Neutral,,semana.com,Bogotá,
12/01/26,"De la Espriella, Cepeda, Fajardo, Pinzón y Valencia lideran encuesta de AtlasIntel",https://news.google.com/rss/articles/CBMiygFBVV95cUxNR0F4Zjc5Q0tkSTBXUl9VeTAyQkFPeFE0WndvbUFxeDJBdUljdkVRcGxjQnB5ZWlpVk1mTlhFU0dmM3Z6V0lzSjg2R1JZNWFYRUhuaGRYSFM3MnZwNmdWY3ROWTdrOXBkQzVqWkMtdWhGaENDRVp6UXk3STZDbW0yZW1yQUM2ZUtCV3F0ckNFNmxmekFfWE1EUzRHZHh0blFyQm1jcnduTGVtd0RiZWlJMGFlUFFCVDY3Mmhia0xKb1RtNWUwSktST3FB0gHPAUFVX3lxTE56Y2d4aFM5ZmhERnNvTEVkendzWW42NmZtaDhQLWp1QjI1MFF2QXRVTWFLU1dMVTg4bFVnWjh2OFp4bUJKdFlJczFmQWZfdW11RkZ3SkNaaEFnYl96eWxRZkJyd1NKQVVEaDZPSXJocnZyaWVGNUF2TkpUYXJNdmNaMENjaUhtM2l1enZlSkFvVHI3MUdUZTBwbUx5OElmS0hpUkVfUGJxd1A3NnVqTUdRaENMN20zWVBxYndHN3poWTUwVGZKV3B3MFA0WkFUQQ?oc=5,portafolio.co,Fajardo,[],Neutral,,portafolio.co,Bogotá,
13/01/26,Florida proyecta un nuevo centro de detención de inmigrantes: estos son los que hay,https://news.google.com/rss/articles/CBMi0AFBVV95cUxQcE9HcVNrUzNUSmM0bmFuSnloT2xnV2ZtM2Y4VE14SGZKaVphV0xULWliVWFKNGpCOE1CSi1JMV9UWDN2VTlKT09CYmFhQ2dUdi13LVBfV2Rabkw2aDczbWg4ek5NN19ULVY5ajR4a0xqYnRUUXRQcFZtX2lUQ1dPX2R5aG9nOUFJWTBlRzd2SEJaYUV1N1ZydGNEeVI1TmlSVlkwemtaZ2ZaVWVra20xZmVnR2ZDeWFuelRFS0NBNEF2SWE0TEZBcUhNN1RlTFFO?oc=5,eltiempo.com,Centro,['nuevo'],Positiva,detención,eltiempo.com,Bogotá,
12/01/26,Capturada ‘La Tetis’ por presunto tráfico de drogas en el centro histórico de Cartagena,https://news.google.com/rss/articles/CBMivAFBVV95cUxOajR0dlA0UGY1VnQ4WjFSWVlvYldyRHphZktsUHZXODFoX0hHaUpJLU9qTmdLOHlCdVB0TDZtbWZYUEJGeVVJaFBzUU1IOGV3bUlWZWxPaFhVZVQzOVZiR2djelBaTUZKc3o4a3BNbFYtTFhGWk5LNEJNVnFfdlhKaU13RHdYNVJEdlpMZ3BPTkFBQnR6a2tqZ1c3MVAzckNrM1dMQ0pLbWpQeVpIZXNyWGZ0R3p4ZFh1NjlwMtIB0AFBVV95cUxQNHFzdGVRdjlNMFZaVkdnVzRpbXVlZnZJSk9LY1ZiRk9qVmZ6Qjg3MS03dU8takZDaFhuLTFTdlRSYV9LS3VaR2VBN1dsYmZiLU1nVUVfVW1BUkwxSENFbHRSX2hDQlA0U2tCYjJZclhTb3d3UGRRQ2h1Zk9hRW9oOHlqU3dmQzFFWDliNnNnZDh3SGg0NlJhUk9YdkpqUjNXcXotSml0ampZdlloVGRSeUoxUHVob3hHREgtbjRiSnN3dG1vTWdIZ2VudmM5ZGVy?oc=5,caracol.com.co,Centro,"['Capturada', 'presunto', 'histórico']",Negativa,drogas,caracol.com.co,Bogotá,
12/01/26,Capturan en el Centro Histórico de Cartagena a presunto distribuidor de drogas sintéticas,https://news.google.com/rss/articles/CBMizwFBVV95cUxOenNjOTk5eEh1WHFodTVlWHJ2WThGMUJGSjRJNlVmWUZHTWRtWjFTRTBOdE5uUWRfWF9SdzRmb0d2Uy0yaUVjd3NlRV9aSUw2NkgxNVJGLUgtMy14SUNaVEVPNjZQR01oZWgtS0dzVmstTmVMVzZiYWtKbFk1UEpQemxlUHBwTjI2dEtaLS03S1ZsUkpvczNMX281R1BELUMwQ3hhVk9SY3hBNjFnVVVYM1JvQUpvZkw2NVY0WnRjcURuYkZncHYybW4wUnFmWTTSAeoBQVVfeXFMTjVQRkNVUzBmdTZtSG45UmV2dzkzaEVKU1h5Y2lMYjhNa0Nldzd2VGx1LTlyY1J1ZHlYNFlXRzhMUEJDNlpfcmdOSDd0bm9fZGhwQnN0elI2TlNxYi1MSTMzQk8tSEUyT1g1Ui1rV2RtLS01Q2ttNjlNcFpFZG5NRUU4cG5CMGd0RUc0V3hteG1Xcm1ITEF4b1VhYlVLQU10dDgxTGViRGVNOENiempHeXIxZWNlNG41WGpRbE4wR2RMNm9MS0Q0SnJlMmp5Sy1Pdnh6b3BmLTltSjg0RnR3Tm82S2R4X09FVGxB?oc=5,elheraldo.co,Centro,"['presunto', 'sintéticas']",Negativa,drogas,elheraldo.co,Atlántico,
12/01/26,Parque Arauco impulsa innovación abierta en Colombia con pilotos tecnológicos en centro comercial de Bogotá,https://news.google.com/rss/articles/CBMi-AFBVV95cUxOT3RLUk5ySGRULWROSXhYUW9mM1lmem1qcmd0ZGlla2d0eFZXU2dSbWltOHAxWUlrbFpZMnVmOVpoT01xRUNrUGQwZmloRERSNTZrMEVmMDRRc3FSRVF3dnNhYWltMmpEdDl4M2Rrb3BieDFUM2JrZUhVYmUwempKT2dXcE9XQ3VoN0RhaG15T3E2bHJXSl96WUZ3WlNJX3FpMlpLMGFRdDJZUEZWY1JkekxZNXVYdy11X001T0w4dlRIM1dwU0Rwd2pMaUNKaVVUUWZmNlpFVFBDeDNTRjNjM2UyODNFRWllM0VCNTREcXh0X0NMWXNCMNIB_gFBVV95cUxQOUEwZGZocEdKamVCeWY4akhXLXFkTGlnZ1dfRzRoYjhaZGNWd3l4VmVmbjZuTkMwVzV6Q0RtTGJnemNBdVRiTC1PTEZKUm9weVUyVlA4R0tPZ2tvSWZQVnlWSFRGbXBOWEpLQloyNFd1WkdPQVlyWWZXYWdrWVNYSUNFZDQzS2cweFJNYUthdEJQcnc3akcyMmdlb0hDZldoU01FdEFJOTNnQnhtc19rQ0RpUms3ZmJTOVdDODFOVk5EeXFXVUtQNzFrMkZ1WE4zMk5jY2phUUcyYTdlQUlpWGJuZU1aZkJDZlE1Y1hZU1ZWVWZYeFBac2x0Nl91UQ?oc=5,portafolio.co,Centro,"['abierta', 'tecnológicos', 'comercial']",Positiva,"innovación, impulsa",portafolio.co,Bogotá,
13/01/26,Los seis retos para la “Gran Consulta” de la centroderecha,https://news.google.com/rss/articles/CBMingFBVV95cUxNNFV0SWx5S1RNcmFTY1NUT1JhTk1MRHdOYUxKWnlYWE02RTlVOU9GMFhhTnJyZmZZNXctbnZKRmRKZkt3aVBMY2hqZ2JqNlA0VkpJdzNwT2VOeTNlcm1aVEh5RVhiZmRxWHBoLXNoa0ZyMEhjZ0VqYzZySXh5bGlkckpVWjU4T3FFUzhPY28za1Rqa3VfZ0FMNktMQ0xCdw?oc=5,elnuevosiglo.com.co,Centro,['Gran'],Neutral,,elnuevosiglo.com.co,Bogotá,
13/01/26,Grave accidente en pleno centro de Baranoa deja dos heridos,https://news.google.com/rss/articles/CBMiqgFBVV95cUxOb3RZc0M2R1VnbVVaRXJxTmZtYVoyR1lkRzc1ZTFmcURBd29xdkhxcU1xcFZGOVZkY0ZUU3lFTjJ1S3MwcWN4azBuVkJrVk9oV29yQVlBQVppd19TUUcxdklJY2lsNmowQzdoUXVIcjhLbFVzWkFBOEJWMU1ydnFZOS1UN2x4Y2dGR3F6QlZvQlpkcnl1NFVHSkJQVkRNQ0ZIZmpXMDRGZ01SZw?oc=5,diariolalibertad.com,Centro,"['Grave', 'pleno']",Negativa,grave,diariolalibertad.com,Atlántico,
13/01/26,Improcedente el despido de una moza de cuadras del ‘Refugio del Burrito’ a la que le imputaron todas las quejas presentadas por la plantilla contra el centro,https://news.google.com/rss/articles/CBMipAJBVV95cUxPSmRaenNzMGFCZnF1ejhMcTJYLTN3a2NOT2drOFVMenZMc1Y0NW9KWlVMRzAyS2puRUxGTTFUcFJYVkFQbFg5RFk2bFFaSE5iQVIycE5iWkp2di0ycl9VbGc0cE10cmNOSGZWSFVoSHBrTFhiczR4YVEwN1VTcE1pdWtSYXB1V0llZ0xXZHZUVmlHUFk0THh3V1Q5N2s1SV95aVdNYjlPQjZjdFR3UW1TZmdJYTRvcUw2eHRpOVdLZEowTzRwQ21VRzhUWkQ4QWt5RGRiNVQ0cEtYOURzcUU5U2g0ZExwSV9Jb3lyZ2UwakVVbVpvT2RDMkdIT1ZiQWpsWkhNNFdETXA0VTFwaTl3dWpfdXlrRkVaaVRNNm82Z1pOOWRy0gG_AkFVX3lxTE5idE00YklDVF9uZzFKallsellPaFBMSEV2b2FjS1hYMTVxcU92ZE5qOW1jXzFYZ0N4Tk5uQVFlTFNXMXZZSGp0MGxxWUR1Vzg1SWtJeXJoT0RKX3IwR1N1czN0dENDLVBNM2M2Ni1mTWt6NjlUWE5oUnhsVTVPMWtKcUVYYV9wOWlIYVpkRHcyaGNwaDBqRExJMnVvdUMtWXFJampuT2lWcHdYRVl0RkQ3cUQtNm1IMmx1Zmdab0RrbHlYLVNfSjZPSHBUcVVwT0dLRkRSamtLeTNESXZYRXV4Q09taV8zaUlLQ3lwSHR2czVySGdiZi1SVmJvT2JvSGkxTEZEM3RWVHJQQ1pHUHhWTUxrMjg1ai03eHhjdWxmMUZJM0l0U3ZKZzVsUVdFaE8zRmZPcmljNDZiSkppVFE?oc=5,infobae.com,Centro,['presentadas'],Neutral,,infobae.com,Bogotá,
